wavelength_nm,reflectivity_percent
1655.145299,98.50184729
1655.145299,98.44689039
1659.213675,98.50184729
1659.213675,98.44689039
1663.282051,98.50184729
1663.282051,98.44689039
1667.350427,98.53848522
1667.350427,98.46520936
1671.418803,98.53848522
1671.418803,98.46520936
1675.487179,98.53848522
1675.487179,98.47436884
1679.555556,98.53848522
1679.555556,98.48352833
1683.623932,98.53848522
1683.623932,98.48352833
1687.692308,98.53848522
1687.692308,98.48352833
1691.760684,98.53848522
1691.760684,98.48352833
1695.82906,98.53848522
1695.82906,98.48352833
1699.897436,98.53848522
1699.897436,98.48352833
1702.948718,98.48352833
1704.304843,98.53848522
1708.034188,98.57512315
1708.034188,98.50184729
1712.102564,98.57512315
1712.102564,98.50184729
1716.17094,98.57512315
1716.17094,98.52016626
1720.239316,98.57512315
1720.239316,98.52016626
1724.307692,98.57512315
1724.307692,98.52016626
1728.376068,98.57512315
1728.376068,98.52016626
1732.444444,98.57512315
1732.444444,98.52016626
1736.512821,98.57512315
1736.512821,98.52016626
1740.581197,98.57512315
1740.581197,98.52016626
1743.632479,98.52016626
1744.988604,98.57512315
1748.717949,98.61176108
1748.717949,98.53848522
1752.786325,98.61176108
1752.786325,98.53848522
1756.854701,98.61176108
1756.854701,98.55680419
1760.923077,98.61176108
1760.923077,98.55680419
1764.991453,98.61176108
1764.991453,98.55680419
1769.059829,98.61176108
1769.059829,98.55680419
1773.128205,98.61176108
1773.128205,98.55680419
1777.196581,98.61176108
1777.196581,98.55680419
1781.264957,98.61176108
1781.264957,98.55680419
1785.333333,98.61176108
1785.333333,98.55680419
1789.401709,98.64839901
1789.401709,98.57512315
1793.470085,98.64839901
1793.470085,98.57512315
1797.538462,98.64839901
1797.538462,98.57512315
1801.606838,98.64839901
1801.606838,98.59344212
1805.675214,98.64839901
1805.675214,98.59344212
1809.74359,98.64839901
1809.74359,98.59344212
1813.811966,98.64839901
1813.811966,98.59344212
1817.880342,98.64839901
1817.880342,98.59344212
1821.948718,98.64839901
1821.948718,98.59344212
1826.017094,98.64839901
1826.017094,98.59344212
1830.08547,98.64839901
1830.08547,98.59344212
1833.136752,98.59344212
1834.492877,98.64839901
1838.222222,98.68503695
1838.222222,98.61176108
1842.290598,98.68503695
1842.290598,98.61176108
1846.358974,98.68503695
1846.358974,98.63008005
1850.42735,98.68503695
1850.42735,98.63008005
1854.495726,98.68503695
1854.495726,98.63008005
1858.564103,98.68503695
1858.564103,98.63008005
1862.632479,98.68503695
1862.632479,98.63008005
1866.700855,98.68503695
1866.700855,98.63008005
1870.769231,98.68503695
1870.769231,98.63008005
1874.837607,98.68503695
1874.837607,98.63008005
1878.905983,98.68503695
1878.905983,98.63008005
1882.974359,98.72167488
1882.974359,98.64839901
1887.042735,98.72167488
1887.042735,98.64839901
1891.111111,98.72167488
1891.111111,98.64839901
1895.179487,98.72167488
1895.179487,98.66671798
1899.247863,98.72167488
1899.247863,98.66671798
1903.316239,98.72167488
1903.316239,98.66671798
1907.384615,98.72167488
1907.384615,98.66671798
1911.452991,98.72167488
1911.452991,98.66671798
1915.521368,98.72167488
1915.521368,98.66671798
1919.589744,98.72167488
1919.589744,98.66671798
1923.65812,98.72167488
1923.65812,98.66671798
1927.726496,98.72167488
1927.726496,98.66671798
1930.777778,98.66671798
1932.133903,98.72167488
1935.863248,98.75831281
1935.863248,98.68503695
1939.931624,98.75831281
1939.931624,98.68503695
1944,98.75831281
1944,98.68503695
1948.068376,98.75831281
1948.068376,98.70335591
1952.136752,98.75831281
1952.136752,98.70335591
1956.205128,98.75831281
1956.205128,98.70335591
1960.273504,98.75831281
1960.273504,98.70335591
1964.34188,98.75831281
1964.34188,98.70335591
1968.410256,98.75831281
1968.410256,98.70335591
1972.478632,98.75831281
1972.478632,98.70335591
1976.547009,98.75831281
1976.547009,98.70335591
1980.615385,98.75831281
1980.615385,98.70335591
1984.683761,98.75831281
1984.683761,98.70335591
1988.752137,98.79495074
1988.752137,98.72167488
1992.820513,98.79495074
1992.820513,98.72167488
1996.888889,98.79495074
1996.888889,98.72167488
1999.940171,98.73999384
2000.957265,98.77663177
